po_number,disputedAt,disputedReason,original_oeJobId,original_invoice_number,customerName,siteName,resolution_type,overrideNotes,discrepancy_status,discrepancy_type,item,expected_rate,billed_rate,difference_per_unit,gallons,discrepancy_value,overriddenAt,overriddenBy,archivedAt,replacedByJobId
PO46946,2025-10-24T13:01:48.541Z,"Clear Diesel-Gross Contract Average Unbranded For Rockford: $2.4486
Bell Fuels Margin: $.71
Total Price Per Contract: $3.1586
Vendor Billed: $2.9922

Difference: $-.1664",OE00035559,524185,Right Track Inc.,right track inc,dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS,3.1586,2.9922,-0.1664,523.5,-87.1104,,,,
PO44462,2025-10-24T12:58:05.786Z,"Clear Bio Diesel (5%)-Gross Contract Average Unbranded For Memphis: $2.275
Best-Wade Margin: $.35
Total Price Per Contract: $2.625
Vendor Billed: $2.5431

Difference: $-.0819",OE00035555,0129546,"Lazer Spot, Inc.","Lazer - Site 3320006 - South Haven, MS",dispute_active,,disputed,price_discrepancy,(5% BioDsl) - Clear Diesel #2 - ULS,2.625,2.5431,-0.0819,21.1,-1.7280900000000001,,,,
PO47104,2025-10-24T12:43:02.040Z,"Dyed Diesel-Gross Contract Average For Griffin: $2.3251
American Mobile Margin: $.24
Total Price Per Contract: $2.561
Vendor Billed: $2.5861

Difference: $.021",OE00035222,1149583,"Quality Technology Services, LLC (QTS)",ATL2-DC9,dispute_active,,detected,missing_line_item,Red Dye Diesel #2 - ULS,11156.4354,0,-11156.4354,4314,-48128862.3156,,,,
PO44713,2025-10-24T11:56:25.626Z,"Dyed Diesel-Gross Contract Average Unbranded For Norfolk: $2.2139
Suffolk Energies Margin: $.45
Total Price Per Contract: $2.6639
Vendor Billed: $2.683

 Difference: $.0191",OE00035605,55120,Lowe's Companies Inc,"LOWES - Suffolk, Virginia - Store # 3121 ",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.6639,2.683,0.0191,90.9,1.73619,,,,
PO42880,2025-10-24T10:52:31.710Z,"Clear Diesel-Gross Contract Average Unbranded For Tampa: $2.325
Tropic Oil Margin: $.45
Total Price Per Contract: $2.575
Vendor Billed: $2.522302

Difference$-.052698",OE00035570,IN-931191-25,"Yoder's Eggs, Inc.",Sutter's Quality Foods/  Sarasota FL,dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS,2.575,2.522302,-0.052698,615.2,-32.4198096,,,,
PO46897,2025-10-22T18:54:06.910Z,"Dyed Diesel-Gross Contract Average For Tacoma: $3.3772
Wilcox + Flagel: $.41
Total Price Contract Price: $3.7872
Vendor Billed: $3.80352

Difference: $.01632
",OE00035368,0982933-IN,Lowe's Companies Inc,"LOWES - Centralia, WA - DC 1464 ",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.7872,3.80352,0.01632,256,4.17792,,,,
PO47112,2025-10-22T17:52:26.620Z,"Clear Diesel-Gross Contract Average Unbranded: $2.2701
Growmark Margin; $.60
Total Price Per Contract: $2.8701
Vendor Billed: $2.8726

Difference: $.0025",OE00035483,600002053,"Fortune International, LLC","Fortune Int - Windsor, WI",dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS,2.8701,2.8726,0.0025,1052.2,2.6305,,,,
PO47110,2025-10-22T16:58:54.930Z,"Clear Diesel-Gross Contract Average Unbranded For New Orleans: $2.1475
McPherson Oil Margin: $.032
Total Price Per Contract: $2.4675
Vendor Billed: $2.509259

Difference: $.041759",OE00035477,1322393,"Fortune International, LLC","Fortune Fish - New Orleans, LA",dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS,2.467559,2.509259,0.0417,890,37.113,,,,
PO46242,2025-10-22T14:33:26.939Z,"Clear Diesel-Gross Contract Average Unbranded For Houston: $2.1619
Force Energy Margin: $.50
Total Price Per Contract: $2.6619
Vendor Billed: $2.6965

Difference: $.0346",OE00035507,20025,"Primoris Energy Services ","Primoris Energy Services - Sweeny, TX",dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS (Texas),2.6619,2.6965,0.0346,765,26.468999999999998,,,,
PO45285,2025-10-22T14:04:22.200Z,"Clear Diesel-Gross Contract Average Unbranded For Boston: $2.3063
Taylor Oil Margin: $1.25
Total Price Per Contract: $3.5563
Vendor Billed: $3.5276

Difference: $-.0287",OE00035480,J228628-IN,"Fortune International, LLC","Fortune Int - Boston, MA",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,9.24638,0,-9.24638,2.6,-24.040588000000003,,,,
PO45285,2025-10-22T14:04:22.200Z,"Clear Diesel-Gross Contract Average Unbranded For Boston: $2.3063
Taylor Oil Margin: $1.25
Total Price Per Contract: $3.5563
Vendor Billed: $3.5276

Difference: $-.0287",OE00035480,J228628-IN,"Fortune International, LLC","Fortune Int - Boston, MA",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,21.337799999999998,0,-21.337799999999998,6,-128.02679999999998,,,,
PO45285,2025-10-22T14:04:22.200Z,"Clear Diesel-Gross Contract Average Unbranded For Boston: $2.3063
Taylor Oil Margin: $1.25
Total Price Per Contract: $3.5563
Vendor Billed: $3.5276

Difference: $-.0287",OE00035480,J228628-IN,"Fortune International, LLC","Fortune Int - Boston, MA",dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS,3.5563,3.5276,-0.0287,32.7,-0.93849,,,,
PO44185,2025-10-22T12:35:29.865Z,"Clear Diesel-Gross Contract Average Unbranded For Denver: $2.4354
Senergy Margin: $.45
Total Price Per Contract: $2.8854
Vendor Billed: $2.9054

Difference: $.02",OE00035472,415268442,Velocity Ready Mix (VRM),"Denver, CO",dispute_active,,detected,unexpected_line_item,CLEAR-ULSD #2,0,931.76,931.76,320.7,298815.432,,,,
PO44185,2025-10-22T12:35:29.865Z,"Clear Diesel-Gross Contract Average Unbranded For Denver: $2.4354
Senergy Margin: $.45
Total Price Per Contract: $2.8854
Vendor Billed: $2.9054

Difference: $.02",OE00035472,415268442,Velocity Ready Mix (VRM),"Denver, CO",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,925.3477800000001,0,-925.3477800000001,320.7,-296759.033046,,,,
PO47031,2025-10-21T20:06:22.792Z,"OPIS GCA (Tacoma) + .092 Diff should have been 3.4692. Please issue Credit Rebill to correct. ",OE00035395,25-497111,Carrix,SSAT - Seattle - T18 CEM - 1359 SW Lander St,dispute_active,,disputed,price_discrepancy,Dyed- Ultra Low Sulfur with 99% Renewable Diesel (Non-Bio) - National,3.4692,3.477199,0.007999,1935,15.478064999999999,,,,
PO47024,2025-10-21T17:40:53.141Z,"Dyed Diesel-Gross Contract Average Unbranded for Dallas: $2.1692
4 Refuel Margin: $.275
Total Price Per Contract: $2.4442
Vendor Billed: $2.5296987 (before taxes)

Difference: $.0876987",OE00035357,1070219,"Quality Technology Services, LLC (QTS)",DFW1-DC6,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.4442,2.5369,0.0927,2197.4,203.69898,,,,
PO45883,2025-10-21T17:27:29.620Z,"Dyed Bio(5%) Diesel-Gross Contract Average for Memphis: $2.3777
Best-Wade Margin: $.35
Total Price Per Contract: $2.7277
Vendor Billed: $2.7629

Difference: $.0352",OE00035260,128753R,"Lazer Spot, Inc.","Lazer - Site 102796 - Byhalia, MS",dispute_active,,detected,unexpected_line_item,"0000008 Gallons Dyed Dsl B5 NA 1993, Diesel Fuel, 3, PG III Whse: 060",0,106.65,106.65,38.6,4116.6900000000005,,,,
PO45883,2025-10-21T17:27:29.620Z,"Dyed Bio(5%) Diesel-Gross Contract Average for Memphis: $2.3777
Best-Wade Margin: $.35
Total Price Per Contract: $2.7277
Vendor Billed: $2.7629

Difference: $.0352",OE00035260,128753R,"Lazer Spot, Inc.","Lazer - Site 102796 - Byhalia, MS",dispute_active,,detected,missing_line_item,(0%-5% BioDsl) - Clear Diesel #2 - ULS,432.8452,0,-432.8452,164,-70986.6128,,,,
PO44908,2025-10-21T16:22:35.296Z,"Clear Diesel-Gross Contract Average Unbranded for Pittsburgh: $2.3158
Jacobs Petroleum Margin: $.25
Total Price Per Contract: $2.5658
Vendor Billed: $2.5455

Difference: -$.0203",OE00035355,2012633,"Lazer Spot, Inc.","Lazer - Site 102791- Morgantown, WV",dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS,2.5658,2.5455,-0.0203,44.3,-0.8992899999999999,,,,
PO47002,2025-10-21T11:58:35.300Z,"Dyed (5%) Bio Diesel-Gross Contract Average Unbranded for Memphis: $2.3777
Best-Wade Margin; $.035
Total Price Per Contract: $2.7277
Vendor Billed; $2.5706

Difference: -$.1571",OE00035318,0129321,"Lazer Spot, Inc.","Lazer - Site 3320005 - Olive Branch, MS",dispute_active,,disputed,price_discrepancy,(5% BioDsl) - Red Dye Diesel #2 - ULS,2.7277,2.5706,-0.1571,22,-3.4562,,,,
PO46953,2025-10-17T14:56:36.844Z,"Pricing should have be $3.59820 OPIS GCA (Tacoma) + $0.092 (Product Diff.) ",OE00035121,25-493748,Carrix,SSAT - Seattle - T18 CEM - 1359 SW Lander St,dispute_active,,disputed,price_discrepancy,Dyed- Ultra Low Sulfur with 99% Renewable Diesel (Non-Bio) - National,3.5982,3.606201,0.008001,2910.8,23.2893108,,,,
PO46817,2025-10-17T14:17:38.992Z,"Dyed Diesel-Gross Contract Average Unbranded for Dallas: $2.2166
4Refuel Margin: $.75
Total Price Per Contract: $2.9666
Vendor Billed: $2.9985

Difference: $.0319",OE00035168,1070112,US Foods Chef' Store,"CHEF'STORE Farmers Branch, TX",dispute_active,,detected,unexpected_line_item,01162858 MARKED DIESEL REEFER(1),0,24.89,24.89,8.3,206.58700000000002,,,,
PO46817,2025-10-17T14:17:38.992Z,"Dyed Diesel-Gross Contract Average Unbranded for Dallas: $2.2166
4Refuel Margin: $.75
Total Price Per Contract: $2.9666
Vendor Billed: $2.9985

Difference: $.0319",OE00035168,1070112,US Foods Chef' Store,"CHEF'STORE Farmers Branch, TX",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS (Texas),2.9666,2.9985,0.0319,14,0.4466,,,,
PO41578,2025-10-17T14:07:20.716Z,"Dyed Diesel-Gross Contract Average Unbranded for North augusta: $2.2438
Colonial Margin: $.35
Total Price Per Contract: $2.5938
Vendor Billed: $2.6114

Difference: $.0176",OE00035153,IN-1651437,Kimberly Clark Corporation,"Beach Island, South Carolina Plant ",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.5938,2.6114,0.0176,1556.2,27.389120000000002,,,,
PO46949,2025-10-17T13:18:38.760Z,"Dyed Diesel-Gross Contract Average Unbranded Richmond: $2.2338
Southside Fuel Margin; $.52
Total Price Per Contract: $2.7538
Vendor Billed: $2.5319

Difference: -$.02219",OE00035027,48669,"Quality Technology Services, LLC (QTS)",RIC1-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.7538,2.5319,-0.2219,911.1,-202.17309,,,,
PO46532,2025-10-16T15:52:56.811Z,Can you update the CPG for this invoice? The GCAVU OPIS price for 10/13/25 was $2.3299. The CPG should be $2.8799 (2.3299 + .55) We were billed $2.7635 which is $.1164 less than the expected price.,OE00035064,200014075,"Amazon Logistics, Inc.",Amazon-DeKalb-IGQ9,dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS,2.8799,2.7635,-0.1164,52.6,-6.1226400000000005,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,257.5,14.54875,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,380.1,21.47565,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,626.8,35.4142,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,842.4,47.5956,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,289.7,16.36805,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,319.5,18.051750000000002,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,144.1,8.14165,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,301.2,17.0178,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,484.6,27.379900000000003,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,588,33.222,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,377.9,21.35135,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,333.6,18.8484,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,339.9,19.204349999999998,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,588,33.222,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,507.4,28.6681,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,303.9,17.17035,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,668.1,37.74765,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,435.8,24.622700000000002,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,495.1,27.97315,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,624.7,35.295550000000006,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,556.3,31.43095,,,,
PO46843,2025-10-16T10:58:18.885Z,Can you adjust the CPG for this invoice? The Billed Rate was $.0565 higher than the Expected Rate. The CPG should be $2.558 but we were billed $2.6123.,OE00035068,1069884,"Quality Technology Services, LLC (QTS)",DFW1-DC5,dispute_active,,detected,price_discrepancy,Red Dye Diesel #2 - ULS,2.5558,2.6123,0.0565,26.6,1.5029000000000001,,,,
PO45769,2025-10-16T10:21:18.751Z,"Akins Petroleum Team, Can you adjust the CPG for this invoice? The billed price is $.0198 less than the expected rate. We should be billed $2.7592.",OE00035011,182311DD,Dozr Inc.,"Albany, GA PO#DZ40658",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.7592,2.7394,-0.0198,235,-4.6530000000000005,,,,
PO44427,2025-10-16T10:18:16.881Z,"Best Wade Team,Can you adjust the CPG for this invoice? The billed price for the B5 Clear Diesel is $.0749 less than the expected rate.",OE00035013,0128875,"Lazer Spot, Inc.","Lazer - Site 3320005 - Olive Branch, MS",dispute_active,,detected,missing_line_item,Compliance Fee,8.95,0,-8.95,1,-8.95,,,,
PO44427,2025-10-16T10:18:16.881Z,"Best Wade Team,Can you adjust the CPG for this invoice? The billed price for the B5 Clear Diesel is $.0749 less than the expected rate.",OE00035013,0128875,"Lazer Spot, Inc.","Lazer - Site 3320005 - Olive Branch, MS",dispute_active,,disputed,price_discrepancy,(5% BioDsl) - Clear Diesel #2 - ULS,2.7142,2.6393,-0.0749,28.1,-2.1046899999999997,,,,
PO45770,2025-10-16T10:10:49.691Z,"Can you adjust the CPG for this invoice? The billed price is $.05478 higher than the expected rate. ",OE00035012,182314DD,Dozr Inc.,"Albany, GA PO#DZ40658",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.6806,2.73538,0.05478,260,14.2428,,,,
PO43529,2025-10-15T18:11:52.107Z,"The billed price is $0.0083 higher than expected. Can you please adjust the pricing on your invoice so it matches the expected rate of $2.6479.
Also we were billed for another delivery fee even though we were billed for the delivery on the previous invoice for the same day.",OE00034978,3906793,"Lazer Spot, Inc.","Americold - Site 100470 - Strasburg, VA",dispute_active,,disputed,unexpected_line_item,Delivery Fee Nontaxable,0,6.99,6.99,1,6.99,,,,
PO46903,2025-10-15T15:24:07.669Z,The billed price is $0.0083 higher than expected. Can you please adjust the pricing on your invoice so it matches the expected rate of $2.6479.,OE00034977,3906792,"Lazer Spot, Inc.","Americold - Site 100470 - Strasburg, VA",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.6479,2.6562,0.0083,561.2,4.65796,,,,
PO48853,2025-12-12T13:47:14.357Z,"Dyed Diesel-Gross Contract Average For Cheyenne: $2.0967
Senergy Margin: $.30
Total Price Per Contract: $2.3967
Vendor Billed: $2.5258

Difference: $.1291",OE00039713,415329988,Velocity Ready Mix (VRM),"Denver, CO",dispute_overridden,This was mixed with another Seergy bill for VRM,detected,unexpected_line_item,CLEAR-ULSD #2,0,631.45,631.45,250,157862.5,2025-12-15T15:53:28.540Z,601e5ebfaedbea346f5151e5,,
PO48853,2025-12-12T13:47:14.357Z,"Dyed Diesel-Gross Contract Average For Cheyenne: $2.0967
Senergy Margin: $.30
Total Price Per Contract: $2.3967
Vendor Billed: $2.5258

Difference: $.1291",OE00039713,415329988,Velocity Ready Mix (VRM),"Denver, CO",dispute_overridden,This was mixed with another Seergy bill for VRM,detected,missing_line_item,Red Dye Diesel #2 - ULS,1728.0549999999998,0,-1728.0549999999998,712.6,-1231411.993,2025-12-15T15:53:28.540Z,601e5ebfaedbea346f5151e5,,
PO47472,2025-11-12T15:06:07.751Z,"Dyed Diesel-Gross Contract average For Cheyenne: $2.8038
Senergy Margin: $.30
Total Price Per Contract: $3.1038
Vendor Billed: $3.175

Difference: $.0712",OE00037152,415288036,Lowe's Companies Inc,"LOWES - Cheyenne, WY - RDC 965  ",dispute_overridden,Price is correct,detected,price_discrepancy,Red Dye Diesel #2 - ULS,3.1038,3.175,0.0712,555.1,39.52312,2025-12-10T19:08:36.772Z,601e5ebfaedbea346f5151e5,,
PO48454,2025-11-25T02:07:27.016Z,Taxes are insufficient,OE00038876,25-518263A,Carrix,SSAT - Seattle - T18 CEM - 1359 SW Lander St,dispute_overridden,Ok to Bill,solved,price_discrepancy,Dyed- Ultra Low Sulfur with 99% Renewable Diesel (Non-Bio) - National,3.2923,3.292301,0.000001,1927.6,0.0019275999999999998,2025-12-01T21:25:19.044Z,68a5e49426a7de61a81fb3ae,,
PO47268,2025-10-30T13:03:12.045Z,Price should have been $3.4636,OE00034878,25-491562,Carrix,SSAT - Seattle - T18 CEM - 1359 SW Lander St,dispute_overridden,Invoice is ok,solved,price_discrepancy,Red Dye Diesel #2 - ULS,3.4793,3.479299,-0.000001,1356,-0.001356,2025-12-01T21:17:56.748Z,68a5e49426a7de61a81fb3ae,,
PO47220,2025-10-28T18:49:53.051Z,,OE00035872,25-494292A,Carrix,9999 - Pacific Rail Services LLC - 9050 Strauss Rd,dispute_overridden,No issues,solved,price_discrepancy,Dyed- Ultra Low Sulfur with 99% Renewable Diesel (Non-Bio) - National,3.5462,3.546202,0.000002,1931.1,0.0038621999999999997,2025-12-01T21:10:57.884Z,68a5e49426a7de61a81fb3ae,,
PO48431,2025-11-24T21:29:42.837Z,Minimum Freight looks to have been calculated using Diesel Minimum Gallons vs. Gas Minimum Gallons. Please issue C/R to correct,OE00038452,27191459,Carrix,SSAT - Long Beach - C60 - 1521 Pier C St,dispute_rebilled,,disputed,price_discrepancy,Minimum Gallon Delivery Fee,270.92,218.19,-52.73,1,-52.73,2025-12-18T14:09:02.698Z,681260e061771294e67446c4,2025-12-18T14:09:02.698Z,OE00039881
PO48877,2025-12-16T12:35:25.092Z,"Dyed Diesel-Gross Contract Average Unbranded For Columbus; $2.1199
Santmyer Margin; $.40
Total Price Per Contract; $2.5199
Vendor Billed; $2.795911

Difference; $.276011",OE00039306,IN-164036,Kittle Property Group Inc.,"Kittle - Canal Winchester, OH",dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.5199,2.795911,0.276011,225,62.102475,2025-12-17T21:16:17.559Z,681260e061771294e67446c4,2025-12-17T21:16:17.559Z,OE00040268
PO48509,2025-12-16T11:50:50.557Z,"Dyed Diesel-Gross Contract Average For Jacksonville: $2.4192
Lewis Oil Margin: $.40
Total Price Per Contract; $2.8192
Vendor Billed: $3.1792

Difference; $.36",OE00039355,1006101,"Beard Equipment Company, INC.  ","Lake City, FL",dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8192,3.1792,0.36,335.9,120.92399999999999,2025-12-17T15:32:18.365Z,681260e061771294e67446c4,2025-12-17T15:32:18.365Z,OE00040217
PO47531,2025-11-07T19:05:05.376Z,Expected Pricing was $2.6339 vs. $2.6735 Billed. Please issue Credit Rebill to correct,OE00036123,11437544,Carrix,PRS - Bethlehem - 2400 Commerce Center Blvd,dispute_rebilled,,detected,unexpected_line_item,Regulatory Compliance Charge (Commercial),0,14.99,14.99,1,14.99,2025-12-16T16:43:05.555Z,681260e061771294e67446c4,2025-12-16T16:43:05.555Z,OE00037505
PO47531,2025-11-07T19:05:05.376Z,Expected Pricing was $2.6339 vs. $2.6735 Billed. Please issue Credit Rebill to correct,OE00036123,11437544,Carrix,PRS - Bethlehem - 2400 Commerce Center Blvd,dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.6339,2.6735,0.0396,969.9,38.40804,2025-12-16T16:43:05.555Z,681260e061771294e67446c4,2025-12-16T16:43:05.555Z,OE00037505
PO48933,2025-12-09T19:35:21.859Z,"Pricing was Billed at $3.249502 vs. Expected Rate of $3.1893. Please Credit Rebill. ",OE00039546,25-533654,Carrix,SSAT - Seattle - T5 CEM - 3443 W Marginal Way SW,dispute_rebilled,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.1893,3.249502,0.060202,2719.3,163.7072986,2025-12-15T19:40:04.775Z,681260e061771294e67446c4,2025-12-15T19:40:04.775Z,OE00039904
PO48936,2025-12-09T19:47:35.967Z,Billed Price was $2.451623 vs. Expected $2.3655. Please issue Credit and Rebill.,OE00039545,25-533655,Carrix,SSAT - Seattle - T5 CEM - 3443 W Marginal Way SW,dispute_rebilled,,disputed,price_discrepancy,87 Unleaded (w/10% Eth),2.3655,2.451623,0.086123,129.4,11.1443162,2025-12-15T19:30:21.900Z,681260e061771294e67446c4,2025-12-15T19:30:21.900Z,OE00039900
